Fecha (UTC),Fecha (Local),Planeta 1,Aspecto,Planeta 2,Descripción,Posición 1,Posición 2
2025-09-30 14:57:53,2025-09-30 11:57:53,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-09-30 17:49:27,2025-09-30 14:49:27,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-09-30 23:21:19,2025-09-30 20:21:19,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°11' Capricornio,19°10' Escorpio
2025-10-01 00:00:42,2025-09-30 21:00:42,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-10-01 05:22:44,2025-10-01 02:22:44,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°20' Capricornio,22°19' Virgo
2025-10-01 14:44:31,2025-10-01 11:44:31,Venus,Conjunción,Urano,Venus (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-10-02 13:40:32,2025-10-02 10:40:32,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-10-02 19:40:32,2025-10-02 16:40:32,Venus,Conjunción,Plutón,Venus (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-10-02 22:36:19,2025-10-02 19:36:19,Venus,Trígono,Júpiter,Venus (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-10-03 06:33:02,2025-10-03 03:33:02,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-10-03 06:59:45,2025-10-03 03:59:45,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°10' Acuario,19°10' Escorpio
2025-10-03 07:37:44,2025-10-03 04:37:44,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-10-04 03:35:51,2025-10-04 00:35:51,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-10-04 11:15:42,2025-10-04 08:15:42,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-10-04 18:41:29,2025-10-04 15:41:29,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-10-05 03:33:02,2025-10-05 00:33:02,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-10-05 06:03:30,2025-10-05 03:03:30,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-10-05 10:26:29,2025-10-05 07:26:29,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-10-05 10:51:47,2025-10-05 07:51:47,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-10-05 16:08:12,2025-10-05 13:08:12,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°20' Piscis,22°19' Virgo
2025-10-06 13:26:29,2025-10-06 10:26:29,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°17' Aries,5°16' Capricornio
2025-10-06 20:28:21,2025-10-06 17:28:21,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-10-07 11:29:45,2025-10-07 08:29:45,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-10-07 12:27:25,2025-10-07 09:27:25,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-10-07 16:41:57,2025-10-07 13:41:57,Venus,Conjunción,Marte,Venus (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-10-08 06:33:02,2025-10-08 03:33:02,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-10-08 13:37:44,2025-10-08 10:37:44,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-10-09 07:27:53,2025-10-09 04:27:53,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-10-09 11:49:27,2025-10-09 08:49:27,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-10-10 06:34:27,2025-10-10 03:34:27,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-10-10 20:48:02,2025-10-10 17:48:02,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-10-11 12:06:19,2025-10-11 09:06:19,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-10-12 08:03:02,2025-10-12 05:03:02,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-10-12 14:46:38,2025-10-12 11:46:38,Sol,Conjunción,Luna,Sol (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-10-12 15:34:27,2025-10-12 12:34:27,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-10-13 10:51:47,2025-10-13 07:51:47,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°28' Cáncer,16°27' Tauro
2025-10-14 00:51:19,2025-10-13 21:51:19,Marte,Sextil,Urano,Marte (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-10-15 08:38:54,2025-10-15 05:38:54,Urano,Cuadratura,Saturno,Urano (retrógrado) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-10-15 16:46:10,2025-10-15 13:46:10,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-10-16 04:06:47,2025-10-16 01:06:47,Marte,Sextil,Plutón,Marte (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-10-16 09:17:34,2025-10-16 06:17:34,Marte,Oposición,Júpiter,Marte (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-10-16 19:41:57,2025-10-16 16:41:57,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-10-17 00:14:45,2025-10-16 21:14:45,Mercurio,Sextil,Urano,Mercurio (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-10-17 22:26:29,2025-10-17 19:26:29,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-10-18 01:19:27,2025-10-17 22:19:27,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-10-18 01:36:19,2025-10-17 22:36:19,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-10-18 02:38:12,2025-10-17 23:38:12,Mercurio,Sextil,Plutón,Mercurio (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-10-18 05:19:55,2025-10-18 02:19:55,Mercurio,Oposición,Júpiter,Mercurio (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-10-18 13:01:10,2025-10-18 10:01:10,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°20' Virgo,22°19' Virgo
2025-10-20 06:42:53,2025-10-20 03:42:53,Marte,Conjunción,Neptuno,Marte (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-10-20 06:47:06,2025-10-20 03:47:06,Mercurio,Conjunción,Neptuno,Mercurio (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-10-20 18:44:17,2025-10-20 15:44:17,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°32' Libra,19°31' Libra
2025-10-22 18:06:19,2025-10-22 15:06:19,Mercurio,Sextil,Marte,Mercurio (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-10-22 21:35:51,2025-10-22 18:35:51,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-10-23 00:35:51,2025-10-22 21:35:51,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-10-23 00:54:08,2025-10-22 21:54:08,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-10-23 06:24:36,2025-10-23 03:24:36,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-10-23 12:47:06,2025-10-23 09:47:06,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-10-24 18:07:44,2025-10-24 15:07:44,Marte,Sextil,Marte,Marte (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-10-24 23:46:38,2025-10-24 20:46:38,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-10-25 10:19:27,2025-10-25 07:19:27,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-10-25 13:20:51,2025-10-25 10:20:51,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°19' Sagitario,16°18' Virgo
2025-10-25 18:37:15,2025-10-25 15:37:15,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-10-25 19:50:23,2025-10-25 16:50:23,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-10-26 01:29:17,2025-10-25 22:29:17,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°20' Sagitario,22°19' Virgo
2025-10-27 03:26:00,2025-10-27 00:26:00,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-10-27 22:22:15,2025-10-27 19:22:15,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-10-28 01:18:02,2025-10-27 22:18:02,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°19' Capricornio,16°18' Virgo
2025-10-28 06:55:32,2025-10-28 03:55:32,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-10-28 07:36:19,2025-10-28 04:36:19,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-10-28 13:03:59,2025-10-28 10:03:59,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-10-29 13:46:10,2025-10-29 10:46:10,Venus,Conjunción,Luna,Venus (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-10-29 22:13:49,2025-10-29 19:13:49,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-10-30 15:35:51,2025-10-30 12:35:51,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-10-30 16:03:59,2025-10-30 13:03:59,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°10' Acuario,19°10' Escorpio
2025-10-30 16:43:21,2025-10-30 13:43:21,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°32' Acuario,19°31' Libra
2025-10-31 13:16:38,2025-10-31 10:16:38,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-10-31 21:10:32,2025-10-31 18:10:32,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-11-01 04:48:59,2025-11-01 01:48:59,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-11-01 13:53:12,2025-11-01 10:53:12,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-11-01 16:27:53,2025-11-01 13:27:53,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-11-01 20:57:53,2025-11-01 17:57:53,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°56' Piscis,18°55' Sagitario
2025-11-01 21:23:12,2025-11-01 18:23:12,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-11-02 02:45:14,2025-11-01 23:45:14,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-11-03 00:24:36,2025-11-02 21:24:36,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-11-03 07:30:42,2025-11-03 04:30:42,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-11-03 22:36:19,2025-11-03 19:36:19,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-11-03 23:35:23,2025-11-03 20:35:23,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°32' Aries,19°31' Libra
2025-11-04 17:36:47,2025-11-04 14:36:47,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°51' Tauro,0°50' Piscis
2025-11-05 00:35:51,2025-11-04 21:35:51,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-11-05 18:09:08,2025-11-05 15:09:08,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-11-05 22:23:40,2025-11-05 19:23:40,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-11-06 16:40:32,2025-11-06 13:40:32,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-11-06 23:55:04,2025-11-06 20:55:04,Sol,Sextil,Urano,Sol (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-11-07 06:27:25,2025-11-07 03:27:25,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-11-07 21:14:45,2025-11-07 18:14:45,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-11-08 11:26:57,2025-11-08 08:26:57,Sol,Sextil,Plutón,Sol (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-11-08 15:03:30,2025-11-08 12:03:30,Sol,Oposición,Júpiter,Sol (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-11-08 16:29:17,2025-11-08 13:29:17,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°51' Cáncer,0°50' Piscis
2025-11-08 23:43:49,2025-11-08 20:43:49,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-11-09 18:21:47,2025-11-09 15:21:47,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°28' Cáncer,16°27' Tauro
2025-11-11 08:03:02,2025-11-11 05:03:02,Sol,Conjunción,Neptuno,Sol (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-11-11 22:51:47,2025-11-11 19:51:47,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-11-13 01:27:53,2025-11-12 22:27:53,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-11-14 04:05:23,2025-11-14 01:05:23,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-11-14 06:58:21,2025-11-14 03:58:21,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°19' Virgo,16°18' Virgo
2025-11-14 07:15:14,2025-11-14 04:15:14,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-11-14 11:08:40,2025-11-14 08:08:40,Sol,Sextil,Marte,Sol (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-11-14 18:40:04,2025-11-14 15:40:04,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-11-17 00:40:04,2025-11-16 21:40:04,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°32' Libra,19°31' Libra
2025-11-17 20:07:15,2025-11-17 17:07:15,Marte,Conjunción,Venus,Marte (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-11-18 18:26:00,2025-11-18 15:26:00,Venus,Sextil,Urano,Venus (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-11-19 03:42:53,2025-11-19 00:42:53,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-11-19 06:44:17,2025-11-19 03:44:17,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°19' Escorpio,16°18' Virgo
2025-11-19 07:01:52,2025-11-19 04:01:52,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-11-19 12:31:38,2025-11-19 09:31:38,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-11-19 18:54:08,2025-11-19 15:54:08,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-11-19 22:48:59,2025-11-19 19:48:59,Venus,Sextil,Plutón,Venus (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-11-20 01:41:57,2025-11-19 22:41:57,Venus,Oposición,Júpiter,Venus (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-11-21 05:52:15,2025-11-21 02:52:15,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°37' Sagitario,9°36' Sagitario
2025-11-21 16:22:15,2025-11-21 13:22:15,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-11-21 19:22:15,2025-11-21 16:22:15,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-11-22 00:38:40,2025-11-21 21:38:40,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-11-22 01:51:47,2025-11-21 22:51:47,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°32' Sagitario,19°31' Libra
2025-11-22 05:39:36,2025-11-22 02:39:36,Venus,Conjunción,Neptuno,Venus (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-11-22 07:29:17,2025-11-22 04:29:17,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-11-23 09:26:00,2025-11-23 06:26:00,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-11-24 04:25:04,2025-11-24 01:25:04,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-11-24 07:22:15,2025-11-24 04:22:15,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-11-24 13:02:34,2025-11-24 10:02:34,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°11' Capricornio,19°10' Escorpio
2025-11-24 13:43:21,2025-11-24 10:43:21,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-11-24 17:48:02,2025-11-24 14:48:02,Venus,Sextil,Marte,Venus (directo) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-11-24 19:13:49,2025-11-24 16:13:49,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°19' Capricornio,22°19' Virgo
2025-11-24 22:53:12,2025-11-24 19:53:12,Marte,Cuadratura,Urano,Marte (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-11-25 14:01:38,2025-11-25 11:01:38,Mercurio,Sextil,Marte,Mercurio (retrógrado) por tránsito esta en Sextil a tu Marte Natal,22°19' Escorpio,22°19' Virgo
2025-11-26 04:52:30,2025-11-26 01:52:30,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-11-26 22:39:08,2025-11-26 19:39:08,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°55' Acuario,18°55' Sagitario
2025-11-26 23:08:40,2025-11-26 20:08:40,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-11-26 23:15:42,2025-11-26 20:15:42,Marte,Cuadratura,Plutón,Marte (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-11-26 23:48:02,2025-11-26 20:48:02,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-11-27 20:57:53,2025-11-27 17:57:53,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-11-28 05:07:15,2025-11-28 02:07:15,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-11-28 13:01:10,2025-11-28 10:01:10,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-11-28 22:25:04,2025-11-28 19:25:04,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-11-29 01:03:59,2025-11-28 22:03:59,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-11-29 05:43:49,2025-11-29 02:43:49,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-11-29 06:10:32,2025-11-29 03:10:32,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-11-29 11:45:14,2025-11-29 08:45:14,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°20' Piscis,22°19' Virgo
2025-11-30 10:11:00,2025-11-30 07:11:00,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-11-30 12:10:32,2025-11-30 09:10:32,Marte,Conjunción,Mercurio,Marte (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-11-30 17:32:34,2025-11-30 14:32:34,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°37' Aries,9°36' Sagitario
2025-12-01 07:41:57,2025-12-01 04:41:57,Marte,Sextil,Luna,Marte (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-12-01 09:06:19,2025-12-01 06:06:19,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-12-01 10:05:23,2025-12-01 07:05:23,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-12-01 13:32:06,2025-12-01 10:32:06,Sol,Conjunción,Venus,Sol (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
